record_id,company_ticker,company_name,isin,shareholder_name,ownership_pct,shares_held,filing_type,filing_date,source,currency,has_error,error_type
REC00951,GOOGL,Alphabet Inc.,US02079K3059,Bank of America Corp.,6.9344,67447537,Quarterly Report,2024-12-03,LSE Filing,USD,False,
REC00952,WMT,Walmart Inc.,US9311421039,JPMorgan Asset Mgmt,1.8871,259802021,Quarterly Report,2024-04-01,SEC EDGAR,USD,False,
REC00953,WMT,Walmart Inc.,US9311421039,State Street Corp.,3.3866,186340873,Annual Report,2025-05-23,TSX Filing,USD,False,
REC00954,XOM,Exxon Mobil,US30231G1022,Northern Trust Corp.,5.7354,176783567,Exchange Notification,2024-04-20,SEC EDGAR,USD,False,
REC00955,NVDA,NVIDIA Corp.,US67066G1040,Morgan Stanley,6.0182,44720167,13F Filing,2026-01-29,SEC EDGAR,USD,False,
REC00956,BRK,Berkshire Hathaway,US0846701086,Goldman Sachs Group,3.9901,20759320,Exchange Notification,2024-05-28,ASX Notification,USD,False,
REC00957,UNH,UnitedHealth Group,US91324P1021,State Street Corp.,4.7057,100479208,13F Filing,2025-07-21,ASX Notification,USD,False,
REC00957,MSFT,Microsoft Corp.,US5949181045,Dimensional Fund Advisors,6.0304,291225474,Exchange Notification,2025-08-04,SEBI Submission,USD,True,DUPLICATE_FILING
REC00959,JPM,JPMorgan Chase,US46625H1005,Northern Trust Corp.,4.2767,45308562,Annual Report,2025-03-06,SEBI Submission,USD,False,
REC00960,JNJ,Johnson & Johnson,US4781601046,Dimensional Fund Advisors,4.2609,202950827,13F Filing,2024-12-15,ASX Notification,USD,False,
REC00961,JPM,JPMorgan Chase,US46625H1005,State Street Corp.,1.9127,98034493,Annual Report,2025-02-15,LSE Filing,USD,False,
REC00962,TSLA,Tesla Inc.,US88160R1014,State Street Corp.,1.3202,102627230,Exchange Notification,2024-10-30,LSE Filing,USD,False,
REC00963,WMT,Walmart Inc.,US9311421039,Wellington Management,4.4052,117579241,Quarterly Report,2024-04-23,ASX Notification,USD,False,
REC00964,PG,Procter & Gamble,US7427181091,Capital Group,4.0543,152188587,Annual Report,2025-05-28,LSE Filing,USD,False,
REC00965,MSFT,Microsoft Corp.,US5949181045,BlackRock Inc.,139.9869,72470783,13F Filing,2025-01-25,ASX Notification,USD,True,OWNERSHIP_EXCEEDS_100
REC00966,JPM,JPMorgan Chase,US46625H1005,Morgan Stanley,4.1461,180038158,Quarterly Report,2024-12-09,SEBI Submission,USD,False,
REC00967,NVDA,NVIDIA Corp.,US67066G1040,Capital Group,7.2371,122860093,13F Filing,2025-08-02,TSX Filing,USD,False,
REC00968,JPM,JPMorgan Chase,US46625H1005,Invesco Ltd.,135.102,21514577,13F Filing,2024-12-11,LSE Filing,USD,True,OWNERSHIP_EXCEEDS_100
REC00969,NVDA,NVIDIA Corp.,US67066G1040,T. Rowe Price,5.8386,46272087,Exchange Notification,2025-10-08,LSE Filing,USD,False,
REC00970,MSFT,Microsoft Corp.,US5949181045,Vanguard Group,7.9533,139151563,13F Filing,2025-03-09,LSE Filing,USD,False,
REC00971,AMZN,Amazon.com Inc.,US0231351067,Norges Bank Investment,5.8035,136017819,Exchange Notification,2025-03-06,TSX Filing,USD,False,
REC00972,V,Visa Inc.,US92826C8394,T. Rowe Price,4.5023,15622456,Quarterly Report,2024-10-27,LSE Filing,USD,False,
REC00973,JNJ,Johnson & Johnson,US4781601046,Morgan Stanley,1.6704,260164098,13F Filing,2024-05-29,SEBI Submission,USD,False,
REC00974,JNJ,Johnson & Johnson,US4781601046,Invesco Ltd.,7.772,213259891,Exchange Notification,2024-08-21,TSX Filing,USD,False,
REC00975,JPM,JPMorgan Chase,US46625H1005,Fidelity Investments,5.9873,115935261,Annual Report,2025-05-11,SEC EDGAR,USD,False,
REC00976,BRK,Berkshire Hathaway,US0846701086,Amundi Asset Management,6.8066,53719610,13F Filing,2026-01-25,ASX Notification,USD,False,
REC00977,META,Meta Platforms,US30303M1027,Wellington Management,4.8757,93025475,13F Filing,2025-09-03,SEC EDGAR,USD,False,
REC00978,MSFT,Microsoft Corp.,US5949181045,Norges Bank Investment,6.8709,76712840,Quarterly Report,2025-09-04,TSX Filing,USD,False,
REC00979,JPM,JPMorgan Chase,US46625H1005,Amundi Asset Management,5.0381,371332862,13F Filing,2025-02-08,LSE Filing,USD,False,
REC00980,UNH,UnitedHealth Group,US91324P1021,UBS Group AG,3.2722,73260903,13F Filing,2025-03-28,SEBI Submission,USD,False,
REC00981,JNJ,Johnson & Johnson,US4781601046,Norges Bank Investment,1.157,173279567,Quarterly Report,2024-12-24,SEBI Submission,USD,False,
REC00982,GOOGL,Alphabet Inc.,US02079K3059,UBS Group AG,5.9645,165481924,Annual Report,2025-10-26,LSE Filing,USD,False,
REC00983,TSLA,Tesla Inc.,US88160R1014,Dimensional Fund Advisors,7.9129,108356905,Annual Report,2024-07-26,TSX Filing,USD,False,
REC00984,MSFT,Microsoft Corp.,US5949181045,BlackRock Inc.,3.571,204578439,Exchange Notification,2024-08-30,TSX Filing,USD,False,
REC00985,UNH,UnitedHealth Group,US91324P1021,Franklin Templeton,6.1643,27468223,Quarterly Report,2025-05-30,ASX Notification,USD,False,
REC00986,JNJ,Johnson & Johnson,US4781601046,Vanguard Group,6.671,97145029,13F Filing,2024-11-02,ASX Notification,USD,False,
REC00987,UNH,UnitedHealth Group,US91324P1021,Bank of America Corp.,2.1839,106905141,13F Filing,2025-05-19,TSX Filing,USD,False,
REC00988,MSFT,Microsoft Corp.,US5949181045,Invesco Ltd.,3.6287,165650001,Exchange Notification,2026-02-21,SEC EDGAR,USD,False,
REC00989,XOM,Exxon Mobil,US30231G1022,Northern Trust Corp.,4.1979,277907535,13F Filing,2024-08-04,TSX Filing,USD,False,
REC00990,NVDA,NVIDIA Corp.,US67066G1040,UBS Group AG,7.0126,158621678,Annual Report,2025-03-05,ASX Notification,USD,False,
REC00991,UNH,UnitedHealth Group,US91324P1021,Franklin Templeton,0.6316,85584156,Annual Report,2025-10-24,SEBI Submission,USD,False,
REC00992,JNJ,Johnson & Johnson,US4781601046,Capital Group,3.1804,22875520,Quarterly Report,2024-06-09,SEBI Submission,USD,False,
REC00993,AAPL,Apple Inc.,US0378331005,Invesco Ltd.,2.6875,70383226,Exchange Notification,2024-06-17,LSE Filing,USD,False,
REC00994,XOM,Exxon Mobil,US30231G1022,Fidelity Investments,4.9907,41831711,13F Filing,2024-04-20,SEBI Submission,USD,False,
REC00995,TSLA,Tesla Inc.,US88160R1014,Goldman Sachs Group,1.2188,220017213,Exchange Notification,1995-01-01,LSE Filing,USD,True,STALE_DATE
REC00996,V,Visa Inc.,US92826C8394,Invesco Ltd.,3.2976,101831447,Exchange Notification,2025-12-08,LSE Filing,USD,False,
REC00997,GOOGL,Alphabet Inc.,US02079K3059,Legal & General Group,2.1584,92840734,Annual Report,2025-01-19,TSX Filing,USD,False,
REC00998,PG,Procter & Gamble,US7427181091,State Street Corp.,1.3742,15950308,Quarterly Report,2025-03-31,SEBI Submission,USD,False,
REC00999,UNH,UnitedHealth Group,US91324P1021,Goldman Sachs Group,1.5426,136059913,13F Filing,2025-09-27,SEBI Submission,USD,False,
REC01000,AAPL,Apple Inc.,US0378331005,Fidelity Investments,2.1677,111609389,Exchange Notification,2025-05-12,LSE Filing,USD,False,
